row,plot,trt,tree,trunk.class,spur.prune,spray,branch,spur,fruit,limb.circ.cm
2,25,blue,138,4,5,yes,2,5,0,4
2,25,blue,138,4,5,yes,2,6,0,4
2,25,blue,138,4,5,yes,2,7,0,4
2,25,blue,138,4,5,yes,2,8,0,4
2,25,blue,138,4,5,yes,3,1,2,4.6
2,25,blue,138,4,5,yes,3,2,1,4.6
2,25,blue,138,4,5,yes,3,3,3,4.6
2,25,blue,138,4,5,yes,3,4,1,4.6
2,25,blue,138,4,5,yes,3,5,0,4.6
2,25,blue,138,4,5,yes,3,6,0,4.6
2,25,blue,138,4,5,yes,3,7,0,4.6
2,25,blue,138,4,5,yes,3,8,0,4.6
2,25,blue,138,4,5,yes,4,1,3,4
2,25,blue,138,4,5,yes,4,2,3,4
2,25,blue,138,4,5,yes,4,3,2,4
2,25,blue,138,4,5,yes,4,4,0,4
2,25,blue,138,4,5,yes,4,5,0,4
2,25,blue,138,4,5,yes,4,6,0,4
2,25,blue,138,4,5,yes,4,7,0,4
2,25,blue,138,4,5,yes,4,8,0,4
2,25,blue,138,4,5,yes,5,1,2,4
2,25,blue,138,4,5,yes,5,2,4,4
2,25,blue,138,4,5,yes,5,3,2,4
2,25,blue,138,4,5,yes,5,4,3,4
2,25,blue,138,4,5,yes,5,5,3,4
2,25,blue,138,4,5,yes,5,6,0,4
2,25,blue,138,4,5,yes,5,7,0,4
2,25,blue,138,4,5,yes,5,8,0,4
1,16,yel,146,1,none,yes,1,1,1,3.4
1,16,yel,146,1,none,yes,1,2,1,3.4
1,16,yel,146,1,none,yes,1,3,1,3.4
1,16,yel,146,1,none,yes,1,4,1,3.4
1,16,yel,146,1,none,yes,2,1,1,4.5
1,16,yel,146,1,none,yes,2,2,1,4.5
1,16,yel,146,1,none,yes,2,3,1,4.5
1,16,yel,146,1,none,yes,2,4,1,4.5
1,16,yel,146,1,none,yes,3,1,1,4
1,16,yel,146,1,none,yes,3,2,1,4
1,16,yel,146,1,none,yes,3,3,2,4
1,16,yel,146,1,none,yes,3,4,1,4
1,16,yel,146,1,none,yes,3,5,1,4
1,16,yel,146,1,none,yes,3,6,1,4
1,16,yel,146,1,none,yes,3,7,1,4
1,16,yel,146,1,none,yes,4,1,1,4.4
1,16,yel,146,1,none,yes,4,2,1,4.4
1,16,yel,146,1,none,yes,4,3,2,4.4
1,16,yel,146,1,none,yes,4,4,1,4.4
1,16,yel,146,1,none,yes,4,5,1,4.4
1,16,yel,146,1,none,yes,4,6,1,4.4
1,16,yel,146,1,none,yes,4,7,1,4.4
1,16,yel,146,1,none,yes,4,8,1,4.4
1,16,yel,146,1,none,yes,4,9,1,4.4
1,16,yel,146,1,none,yes,4,10,1,4.4
1,16,yel,146,1,none,yes,4,11,1,4.4
1,16,yel,146,1,none,yes,4,12,1,4.4
1,16,yel,146,1,none,yes,4,13,1,4.4
1,16,yel,146,1,none,yes,5,1,2,2.8
1,16,yel,146,1,none,yes,5,2,1,2.8
2,19,yel,20,1,none,yes,1,1,2,4.2
2,19,yel,20,1,none,yes,1,2,1,4.2
2,19,yel,20,1,none,yes,1,3,1,4.2
2,19,yel,20,1,none,yes,1,4,1,4.2
2,19,yel,20,1,none,yes,1,5,1,4.2
2,19,yel,20,1,none,yes,1,6,1,4.2
2,19,yel,20,1,none,yes,1,7,1,4.2
2,19,yel,20,1,none,yes,1,8,1,4.2
2,19,yel,20,1,none,yes,1,9,1,4.2
2,19,yel,20,1,none,yes,2,1,1,3.6
2,19,yel,20,1,none,yes,2,2,2,3.6
2,19,yel,20,1,none,yes,2,3,1,3.6
2,19,yel,20,1,none,yes,2,4,1,3.6
2,19,yel,20,1,none,yes,2,5,1,3.6
2,19,yel,20,1,none,yes,3,1,1,4.6
2,19,yel,20,1,none,yes,3,2,2,4.6
2,19,yel,20,1,none,yes,3,3,2,4.6
2,19,yel,20,1,none,yes,3,4,2,4.6
2,19,yel,20,1,none,yes,3,5,1,4.6
2,19,yel,20,1,none,yes,3,6,2,4.6
2,19,yel,20,1,none,yes,3,7,1,4.6
2,19,yel,20,1,none,yes,3,8,2,4.6
2,19,yel,20,1,none,yes,4,1,1,3.7
2,19,yel,20,1,none,yes,4,2,1,3.7
2,19,yel,20,1,none,yes,4,3,2,3.7
2,19,yel,20,1,none,yes,5,1,1,3.9
2,19,yel,20,1,none,yes,5,2,1,3.9
2,19,yel,20,1,none,yes,5,3,1,3.9
2,19,yel,20,1,none,yes,5,4,1,3.9
2,19,yel,20,1,none,yes,5,5,3,3.9
2,19,yel,20,1,none,yes,5,6,2,3.9
2,19,yel,20,1,none,yes,5,7,1,3.9
2,17,yel,6,2,none,yes,1,1,2,4.7
2,17,yel,6,2,none,yes,2,1,1,3.8
2,17,yel,6,2,none,yes,2,2,2,3.8
2,17,yel,6,2,none,yes,3,1,0,3.2
2,17,yel,6,2,none,yes,4,1,0,3.5
2,17,yel,6,2,none,yes,5,1,2,5.5
2,17,yel,6,2,none,yes,5,2,1,5.5
